Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿El email puede ser mostrado al docente?
2/11/2020 0:03:43,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Regulares,Normal,Dificil,,Si
2/11/2020 9:23:58,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,"Las clases prácticas son muy buenas, pero van demasiado rápido para la gente que todavía le cuesta entender cómo programar, y es difícil seguir la clase.",
2/11/2020 14:29:24,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,"Me gusto el orden de los temas y la manera en que fueron presentados. Lo único que me pareció no apropiado fue la exigencia pretendida en relación al lenguaje de programación en los tps. En nuestro caso, se nos exigió que usaramos python y además programación aplicada a objetos. En mi caso particular (aprendí a usar matlab para otras materias por mi cuenta dado el bajisimo nivel del curso de computación, donde se pretendió enseñar pyhton sin demasiado exito, aprobe dicha materia con 10 sin realmente aprender demasiado) me resulto una barrera casi imposible de superar. Considero que ni lo explicado en clase (solo en relación a este tema en particular) ni los apuntes de programación compartidos por la catedra estén a la altura de lo exigido.",Si
2/11/2020 15:59:55,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,"Se complica aprender a escribir en python cuando se va tan rapido en la clase. No lo digo como una critica ya que entiendo que no hay tiempo para enseñar eso durante el curso y siempre que tuvimos preguntas las contestaron. Solo es un comentario, sacando eso muchas gracias.",No
2/13/2020 11:04:40,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Bueno,Sí,Poco Interesantes,Sí,Malas,Buenas,Normal,Dificil,"Los criterios de correción de los ayudantes son muy distintos, unos son mucho mas exigentes que otros y no es justo.
Entiendo la importancia de aprender a programar por eso pienso que debería haber una materia anterior que nos enseñe eso ya que aca exigen saber programación sin enseñarnos absolutamente nada",No
2/14/2020 0:13:09,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Muy dificil,Resultó difícil la realización de los trabajos prácticos debido a los pocos conocimientos sobre programación que uno tiene antes de arrancar el curso. Estaría bueno tener de materia Computación (en el caso de los Ingenieros civiles) donde se puedan ver en profundidad los programas que se utilizan en la materia y que hoy en día son muy importantes para el ámbito laboral. Me gustó mucho la metodología de evaluación. ,No
2/20/2020 13:39:31,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,,No
2/22/2020 1:13:01,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Regular,Sí,Interesantes,Sí,Excelentes,Malas,Dificil,Dificil,"La teoría excelente !!!, en cambio muy mala la práctica de Germán no se le entiende ni las bromas y gardo que fue mí ayudante de tp, no entiendo porque es ayudante si no tiene tiempo ni para su grupo!",No
2/24/2020 16:58:51,75.12-95.04-95.10-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 4 - Schwarz,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,Si
12/9/2019 22:17:30,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,Muy organizados los docentes. Se disfruta la cursada y es muy recomendable,
12/10/2019 11:52:57,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Fácil,"Me dijeron que era un curso heavy pero la realidad es que debe serlo si todavía estás en las básicas. 
Lo considero de dificultad normal-facil pero no es regalado, sino porque algunos temas de la materia se vuelven bastante triviales porque ya los viste en partecitas de otras materias o una idea tenés. 
Para aprobar el parcial con buena nota tenés que prestar atención en clase a los detalles. Prestando atención y poniendote una semana antes para el parcial es la forma de aprobar la cursada con mas de cuatro. Pero es necesario prestar atención y tratar de no faltar porque después se te acumulan temas,
 Eso si, si faltas tampoco son demasiado difíciles de entender, para nada. 
El curso es muy bueno, las clases teóricas son muy interesantes y las prácticas lo único malo que tienen es que los docentes llegan tarde(de media hora a 35 minutos, el mínimo fue 15 uno de los días).
Las guías son muy largas como para hacerlas. Hice parte de la 1 y la de ajuste/interpolación. Despues dos parciales nomás. La clave también es conseguirse un buen compañero de tp por si el cuatrimestre se vuelve turbio en otras materias. Fue clave para aprobar la cursada en mi caso tenerlo laburando a la par conmigo para sacar los tps en un par de días nomás(considerando que somos re detallistas y los cerramos con buena nota).",
12/10/2019 14:01:36,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,
12/10/2019 16:08:23,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,
12/12/2019 21:43:06,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/15/2019 17:03:47,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Dificil,,No
12/17/2019 12:49:52,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 2 - Tarela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,Me parece muy bueno que sea vean aplicaciones reales de los métodos utilizados,Si
12/13/2019 10:09:32,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 3 - Griggio,Regular,Sí,Nada Interesantes,No,Regulares,Malas,Dificil,Muy dificil,Es el mismo curso para industriles que para informáticos . Hacen que los industriales programen en Otave cuando lo poco que sabemos programar es en Pascal y C++. El industrial en el laburo NO programa. Porque unos cursos hacen tps en Excel y otros en Otave?? No se entiende,Si
12/10/2019 16:39:45,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Facil,Fácil,,
12/12/2019 18:01:32,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Regular,Sí,Interesantes,Sí,Malas,Buenas,Normal,Normal,,No
12/13/2019 3:36:25,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Buenas,Normal,Dificil,Pocas clases prácticas no daban clase. Decían “hagan estos ejs y si tienen dudas nos preguntan”. Eso no sirve. Sirve mucho más dar clase por mas que sea repetitivo. Enriquece y entusiasma más al estudiante. Los TPs accesibles. Miriam una idola.,
12/21/2019 10:16:23,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Bueno,Sí,Interesantes,No,Muy Buenas,Malas,Muy Facil,Muy dificil,Toman siempre los mismos parciales y finales. ,No
1/13/2020 17:11:13,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Bueno,Sí,Poco Interesantes,Sí,Regulares,Buenas,Muy Facil,Normal,,No
2/11/2020 16:56:50,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Normal,Normal,,No
2/11/2020 17:03:54,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,Si
2/11/2020 17:15:05,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Facil,Normal,"Los examenes deberian estar mas orientados a los metodos numericos que a hacer todas las cuentas. Es facil equivocarse en la gran cantidad de cuentas que se deben hacer y perder gran parte del ejercicio aunque uno sepa correctamente los temas.

Es de mucha utilidad que las diapositivas que se dan en clase esten disponible a los alumnos.",
2/11/2020 17:20:47,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Regular,Sí,Interesantes,Sí,Regulares,Malas,Muy Facil,Normal,"El curso resulta muy bajo a nivel dificultad al punto de que, en mi opinión con los conocimientos que tenemos y las horas de las que dispone la materia, podríamos haber visto mejor y más profundos los temas. A su vez creo que las prácticas serían más provechosas si en vez de hacer problemas sencillos los alumnos, los profes resolvieran problemas más desafiantes. ",No
2/11/2020 17:33:24,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,No
2/11/2020 18:39:42,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Normal,Fácil,,
2/11/2020 19:12:46,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Bueno,Sí,Poco Interesantes,No,Buenas,Regulares,Facil,Dificil,En mi opinión deberían enseñarnos a programar en Python. Yo soy de Ingeniería Química y en ninguna materia nos enseñan a programar con detenimiento. Computación nos enseñó Pascal y está materia da por sentado que sabemos utilizar Python,No
2/11/2020 20:10:02,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Regular,Sí,Poco Interesantes,No,Excelentes,Malas,Normal,Normal,,No
2/12/2020 0:03:04,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Facil,Fácil,,
2/12/2020 10:12:53,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,Si
2/12/2020 16:26:59,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,No,Buenas,Muy Buenas,Facil,Dificil,"Se toma lo que se da en clase. En la teórica se ven muchas demostraciones que a mí personalmente me aburren. Los TPs se pueden poner un poco difíciles si no tenés conocimiento sobre programación. Particularmente, en mi curso de computación se enseñó C++ y me costó mucho adaptarme a Python, que era lo que se usaba en los TPs. ",No
2/13/2020 18:48:24,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Poco Interesantes,Sí,Muy Buenas,Muy Buenas,Muy Facil,Muy Fácil,,No
2/15/2020 15:50:20,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Excelente,Sí,Interesantes,Sí,Buenas,Excelentes,Facil,Muy dificil,,
2/18/2020 13:27:18,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,,
2/24/2020 13:45:30,75.12-95.04-95.13-Análisis Numérico I/Métodos Matemáticos y Numéricos - 5 - Sassano,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Facil,Fácil,,
12/13/2019 12:22:48,75.12-95.10-95.13-Análisis Numérico/Modelación Numérica - 1 - Menendez,Regular,Sí,Interesantes,Sí,Regulares,Regulares,Normal,Normal,Mala organización.,
12/20/2019 10:22:35,75.12-95.10-95.13-Análisis Numérico/Modelación Numérica - 1 - Menendez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,"Muy buen curso, lo único que sumaría es más resoluciones de los problemas prácticos de forma completa y que no queden siempre solamente planteados",No
12/9/2019 23:07:28,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Normal,No hay TP,"Las explicaciones de Gustavo no son muy buenas, pero lucas y yi son muy muy claros",
12/9/2019 23:17:27,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Interesantes,Sí,Excelentes,Buenas,Normal,No hay TP,,
12/9/2019 23:18:32,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Normal,No hay TP,,
12/10/2019 0:10:56,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Normal,No hay TP,"Este cuatri no hubo tp y ayudó a que la cursada sea muy llevadera. Sin embargo sí hubo parcialitos que te obligaban a llevar la materia al día, sobre todo antes del parcial. El parcial es exactamente lo que proponen y se puede resolver tranquilamente con los conocimientos de clase. Es un buen curso. De los mejores, se aprende un montón sin necesidad de presionar o exigir demasiado. ",
12/10/2019 11:49:53,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,No hay TP,,
12/24/2019 14:40:33,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,"Excelente curso, da gusto tener a Mariano como profesor. ",Si
2/6/2020 19:51:40,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,No hay TP,Me gusto mucho el curso pero me parece que hacer practica y teorica el mismo dia es demasiada carga. Yo lo separaria en dos dias.,Si
2/7/2020 10:04:24,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,No hay TP,"La materia es excelente y los contenidos que se dan son todos muy interesantes. Lo que varios alumnos le hemos comentado al profesor Beiró es que consideramos que son demasiados contenidos para una sola cursada, pero no nos parece adecuado que se saquen temas por ello. Nos parece que sería ideal separar la materia en dos, pero entendemos que eso no está al alcance del profesor Beiró. La materia está muy bien dada y los profesores son excelentes.",No
2/21/2020 19:26:59,75.15-75.28-95.05-Base de Datos - 1 - Beiro,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,No hay TP,"La materia es muy extensa, muy interesante y en el nuevo plan de estudios 2020 pienso que debería plantearse la posibilidad de separarla en dos materias para poder profundizar aún más algunos temas",Si
12/9/2019 22:33:51,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,
12/10/2019 9:00:03,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/10/2019 10:03:41,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Malas,Normal,Normal,,
12/10/2019 10:47:31,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Regulares,Normal,Normal,Fontela siempre da muy buenos cursos,
12/10/2019 10:48:54,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Malas,Facil,Fácil,"Excelente, me encantó cursarla. La promoción es el mejor golazo, y que no tenga parcial es mucho mejor. Las lecturas obligatorias semanales y parcialitos son un perfecto trade off por el parcial. Y de esa forma ayuda a mantenerse al tanto con la materia para el tp.",
12/10/2019 10:55:52,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Normal,Normal,,
12/10/2019 11:06:39,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Facil,Normal,,
12/10/2019 12:10:06,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Dificil,Dificil,"De las materias que más aprendi durante la carrera. Los temas sirven, son actuales. Se nota el esfuerzo y compromiso de parte de todos los docentes. ",
12/10/2019 14:05:53,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Poco Interesantes,Sí,Excelentes,Malas,Normal,Normal,"En general es correcto, solo emprolijar algun que otro detalle (preguntas con respuestas muy ambiguas suelen tomar)",
12/10/2019 14:20:35,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Malas,Facil,Fácil,"La parte práctica de la materia podría mejorarse bastante. No todos los temas de la teórica se acompañan con una clase práctica, el TP no aporta al objetivo de la materia de comparar distintas metodologías. 
Adicionalmente, hay profesores de la práctica que no tienen conocimientos pedagógicos adecuados, responden de mala manera a preguntas o fuerzan respuestas.",
12/10/2019 16:09:01,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Malas,Normal,Normal,,
12/11/2019 19:33:51,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Regulares,Dificil,Normal,"Excelentes las clases de Fontela, deberían reformular las practicas para que sean seguimiento y consultas del TP con entregables parciales.
Reveer las preguntas de los choice, hubo preguntas mal redactadas y confundieron.",Si
12/12/2019 15:00:12,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/14/2019 14:06:16,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/25/2019 15:55:33,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Regulares,Normal,Normal,"La teorica de carlos es muy buena, aunque el horario es medio complicado. Las lecturas que tenes que leer para los parcialitos estan muy buenas, creo que me llevo muchas cosas de ahi. Las practicas no me gustaron, aunque el TP no estuvo tan mal.",
12/27/2019 10:01:06,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Facil,Normal,,No
12/27/2019 10:32:06,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Regulares,Normal,Normal,,No
12/27/2019 11:42:50,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Malas,Facil,Normal,,
12/27/2019 11:47:17,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,No
12/27/2019 15:38:52,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Regulares,Normal,Normal,,
12/29/2019 12:00:17,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Regulares,Normal,Normal,,
12/29/2019 19:51:11,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Normal,Dificil,,
12/30/2019 10:55:42,75.18-75.44-95.24-Proyectos Informáticos/Adm. y Control de Proyectos Informáticos I - Fontela,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,Si
12/12/2019 16:29:42,75.24-75.31-95.07-Teoría de la Programación/Teoría del Lenguaje/Teoria de Leng. de Prog. - Ferrigno,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,No Hay Clases Prácticas,Normal,Fácil,,
12/12/2019 17:42:52,75.24-75.31-95.07-Teoría de la Programación/Teoría del Lenguaje/Teoria de Leng. de Prog. - Ferrigno,Bueno,Sí,Interesantes,Sí,No hay clases teóricas,Muy Buenas,Facil,Normal,,No
12/22/2019 12:34:48,75.24-75.31-95.07-Teoría de la Programación/Teoría del Lenguaje/Teoria de Leng. de Prog. - Ferrigno,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,No Hay Clases Prácticas,Facil,Normal,,No
2/19/2020 22:01:27,75.24-75.31-95.07-Teoría de la Programación/Teoría del Lenguaje/Teoria de Leng. de Prog. - Ferrigno,Muy Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Facil,Normal,"La primera mitad de la materia es aburrida, la segunda mitad (cuando empiezan los orales) esta buena, muy interesante para aprender lenguajes y tecnologias nuevas, le podes sacar mucho provecho.",No
12/9/2019 21:37:40,75.26-95.19-Simulación - Caiafa,Bueno,Sí,Interesantes,Sí,Regulares,Buenas,Facil,Fácil,No fui a muchas clases teóricas ya que no sentía que me aportara. A las clases prácticas si asisti al menos a la mayoría y tanto Marcelo como azul le ponen la mejor y lo hacen bastante ameno. Estaría bueno que se use menos tiempo en esperar a que se piense todo el ejercicio y se pasen a hacer algunos ejercicios más en la clase. El parcial me pareció bastante justo y para el final está bueno poder hacer un trabajo práctico. En conclusión me parece una buena materia para cursar en un cuatrimestre con otras materias pesadas ya que es medianamente interesante y no es una materia pesada.,
12/9/2019 22:21:07,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Facil,Fácil,"Los temas de la materia son interesantes, podrían ser un bodrio pero se dan de una forma que resultan entretenidos, es bastante practica la materia en el sentido de que te mandan a programar siempre en vez de dejarte solo con fórmulas y teoría,  los TPs son bastante tranqui, si se reparten entre el grupo salen rápido. Haciendo masomenos las guías el parcial sale de taquito. Ademas Cesar te da la opción de hacer un trabajo analizando un paper en vez de dar final lo que resulta muy interesante si uno le interesa irse por el lado académico.",
12/10/2019 11:45:48,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Fácil,"Muy bueno el curso! Los temas muy interesantes y muy bien dados. Todes les docentes tienen muy buena predisposición. Dejando de lado lo buena que esta materia (que recomiendo fuertemente hacer), las prácticas tienen bastante que mejorar, dan mucho tiempo para que programemos los ejercicios y no hacemos puesta en comun despues (ni antes). Posiblemente deberia usarse la clase para disctuir entre todes los ejercicios ya que ""ya sabemos programar"" .",
12/11/2019 1:36:10,75.26-95.19-Simulación - Caiafa,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/12/2019 14:21:46,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Normal,Normal,Es una muy buena materia para cursar junto con otra que requiera dedicarle tiempo. Los temas realmente estan actualizados.,No
12/14/2019 20:43:55,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Fácil,"Los temas muy interesantes. Todos los docentes muy comprometidos con la materia. Las teoricas excelentes. A las practicas le falta mas contenido, falta hacer puesta en comun de los ejercicios, menos tiempo de programar (ya sabemos programar) y mas tiempo de discusión de los ejercicios. El tp es muy adecuado pero los grupos son de a demasiadas personas.",
12/27/2019 10:24:14,75.26-95.19-Simulación - Caiafa,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Los profesores son excelentes. Las clases se entienden perfecto y son llevaderas. La practica es muy buena, los profes explican bien y con buena predisposicion. Se entiende todo y es entretenido.",No
12/27/2019 10:29:07,75.26-95.19-Simulación - Caiafa,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Sacaria el final y haria que la materia sea solo el parcial y dos trabajos practicos. Los profesores son lo mas, re copados, muy buena onda, explican muy bien, buena predisposicion. Las clases son llevaderas . LA practica es muy entretenida, los de la practica explican bien y hacen la clase entretenida. La teorica da un sustento mas importante, el profe es copado y explica bien",No
2/19/2020 14:35:10,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,"Muy bien, esta muy bien dada la materia, los profesores le ponen mucho empeño y esta muy organizada. El hecho que tengan un cronograma con los temas que se van dando semana a semana suma mucho, permite que el alumno le pueda realizar un seguimiento a la materia y pueda organizarse mejor.",
2/19/2020 21:58:52,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Muy Interesantes,Sí,Regulares,Muy Buenas,Facil,Fácil,La materia es muy tranquila pero interesante.,No
2/21/2020 12:38:19,75.26-95.19-Simulación - Caiafa,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Facil,Fácil,,
12/12/2019 15:04:01,75.29-95.06-Teoría de Algoritmos I - Wachenchauzer,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,,
12/14/2019 12:06:34,75.29-95.06-Teoría de Algoritmos I - Wachenchauzer,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,,
12/15/2019 14:38:21,75.29-95.06-Teoría de Algoritmos I - Wachenchauzer,Muy Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,,No
2/13/2020 9:17:17,75.29-95.06-Teoría de Algoritmos I - Wachenchauzer,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Normal,"Excelente materia, de las mejores materias en contenido y profesores de la facultad ",Si
2/24/2020 20:54:19,75.29-95.06-Teoría de Algoritmos I - Wachenchauzer,Muy Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Normal,,No
